Title,Author,Rate
"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,4.06
"Into the Wilderness (Wilderness, #1)",Sara Donati,4.10
"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,4.01
"Stillhouse Lake (Stillhouse Lake, #1)",Rachel Caine,4.11
"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,4.31
"Nightfall (Keeper of the Lost Cities, #6)",Shannon Messenger,4.60
"The Lover (The Lover, #1)",Marguerite Duras,3.74
Hinds' Feet on High Places,Hannah Hurnard,4.30
Sadie,Courtney Summers,4.09
Prozac Nation,Elizabeth Wurtzel,3.61
"Emily of New Moon (Emily, #1)",L.M. Montgomery,4.10
The Child Thief,Brom,4.09
"Flow My Tears, the Policeman Said",Philip K. Dick,3.92
"The Winner's Crime (The Winner's Trilogy, #2)",Marie Rutkoski,4.09
"Collected Poems, 1909-1962",T.S. Eliot,4.29
Dark Rooms,Lili Anolik,3.11
"The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,4.48
Wir Kinder vom Bahnhof Zoo,Christiane Vera Felscherinow,4.25
Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,3.98
"Grey (Fifty Shades as Told by Christian, #1)",E.L. James,3.81
The Island,Victoria Hislop,4.08
What Alice Forgot,Liane Moriarty,4.08
Burial Rites,Hannah Kent,4.01
Homo Deus: A History of Tomorrow,Yuval Noah Harari,4.22
"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,3.77
Ocean Sea,Alessandro Baricco,4.10
"The Threat Below (Brathius History, #1)",Jason Latshaw,4.33
"Night School (Night School, #1)",C.J. Daugherty,4.04
The Informers,Bret Easton Ellis,3.39
Fatherland,Robert   Harris,3.98
Lights on the Sea,Miquel Reina,3.99
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,4.09
The Aleph and Other Stories,Jorge Luis Borges,4.36
A Constellation of Vital Phenomena,Anthony Marra,4.09
"The Declaration (The Declaration, #1)",Gemma Malley,3.71
The Other Side of Midnight (Midnight #1),Sidney Sheldon,3.94
Hairspray and Lighter,J. Jupes,4.50
My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,4.06
Earth Abides,George R. Stewart,3.95
100 Bible Facts About Jesus: The Exciting way to Learn,Ginger Baum,4.94
The Chronicle of Sapta Sindhu,Aporva Kala,3.50
Слънце недосегаемо,Николай Теллалов,4.13
"Wool (Wool, #1)",Hugh Howey,4.12
"Tarzan of the Apes (Tarzan, #1)",Edgar Rice Burroughs,3.90
"The Mote in God's Eye (Moties, #1)",Larry Niven,4.07
Out Stealing Horses,Per Petterson,3.78
The Humans,Matt Haig,4.08
"I Have Never (First Comes Love, #2)",Camilla Isley,4.09
"Understanding China: Learning from China's Past, Present, and Future",Stefan Piech,4.09
Welcome to the Monkey House,Kurt Vonnegut Jr.,4.11
"Austenland (Austenland, #1)",Shannon Hale,3.55
The Year of Magical Thinking,Joan Didion,3.90
"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,3.94
Brooklyn,Colm Tóibín,3.68
"Eternal Kiss of Darkness (Night Huntress World, #2)",Jeaniene Frost,4.19
An Inquiry into the Nature and Causes of the Wealth of Nations,Adam Smith,3.86
"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",Laurell K. Hamilton,3.90
الأسود يليق بك,أحلام مستغانمي,3.65
Crime,Irvine Welsh,3.54
"Stray (Shifters, #1)",Rachel Vincent,3.78
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",Zack Love,3.46
"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,4.04
The Tiger's Wife,Téa Obreht,3.41
"A Grimm Warning (The Land of Stories, #3)",Chris Colfer,4.49
100 Fun Bible Facts: The Exciting way to Learn (100 Bible Facts Book 1),Ginger Baum,4.97
The Death of Bunny Munro,Nick Cave,3.43
The Fever,Megan Abbott,3.11
"The Unwanteds (Unwanteds, #1)",Lisa McMann,4.12
Revolution,Jennifer Donnelly,4.00
Child of God,Cormac McCarthy,3.82
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,4.16
"Bloody Bones (Anita Blake, Vampire Hunter #5)",Laurell K. Hamilton,4.10
Jubal's Field Trip To Heaven: Jubal and Chanan Enter Through the Narrow Gate (Jubal's Divine Adventures #1),Ginger Baum,4.96
The Caine Mutiny,Herman Wouk,4.26
Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.13
Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward,4.69
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.90
The Autobiography of Benjamin Franklin,Benjamin Franklin,3.84
The Tortilla Curtain,T. Coraghessan Boyle,3.66
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,3.98
Remember Me?,Sophie Kinsella,3.79
Letters to a Young Poet,Rainer Maria Rilke,4.30
Tail of the Devil  (Mathias Drvar #1),Danielle DeVor,4.04
Case Histories (Jackson Brodie #1),Kate Atkinson,3.80
Confess,Colleen Hoover,4.21
True Grit,Charles Portis,4.13
"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",Laurell K. Hamilton,4.07
An Elephant Is On My House: And Other Poems,Othen Donald Dale Cummings,4.42
"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,4.04
The Moviegoer,Walker Percy,3.67
"Evil Among Us (Species Intervention #6609, #5)",J.K. Accinni,4.44
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,4.20
Invitation to a Beheading,Vladimir Nabokov,3.92
Snow Country,Yasunari Kawabata,3.65
"Farewell, My Lovely",Raymond Chandler,4.11
"Kiss of Death (The Morganville Vampires, #8)",Rachel Caine,4.21
History Is All You Left Me,Adam Silvera,4.01
The Basketball Diaries,Jim Carroll,3.98
The Island of Dr. Moreau,H.G. Wells,3.73
Punk 57,Penelope Douglas,3.94
"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Beth Fantaskey,3.83
"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,4.23
The Gods Themselves,Isaac Asimov,4.09
"Without Remorse (John Clark, #1; Jack Ryan Universe Publication Order #6)",Tom Clancy,4.19
"Mercy (Mercy, #1)",Lucian Bane,3.90
Bel-Ami,Guy de Maupassant,3.85
Mark of the Lion Trilogy,Francine Rivers,4.77
"No Rest for the Wicked (Immortals After Dark, #2)",Kresley Cole,4.27
"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,4.36
"Beautiful Redemption (Caster Chronicles, #4)",Kami Garcia,3.92
The Fire Next Time,James Baldwin,4.52
The Paris Wife,Paula McLain,3.82
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.79
Krabat,Otfried Preußler,3.98
The Black Dagger Brotherhood: An Insider's Guide,J.R. Ward,4.32
"MaddAddam (MaddAddam, #3)",Margaret Atwood,3.99
"Magic Slays (Kate Daniels, #5)",Ilona Andrews,4.40
Sobre héroes y tumbas,Ernesto Sabato,4.27
Forever Amber,Kathleen Winsor,3.99
Alcoholics Anonymous,Alcoholics Anonymous,4.43
Kiss an Angel,Susan Elizabeth Phillips,4.20
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.64
The Lord God Made Them All (All Creatures #7),James Herriot,4.40
"Sweet Reckoning (Sweet, #3)",Wendy Higgins,4.28
Out of the Dust,Karen Hesse,3.76
Esperanza Rising,Pam Muñoz Ryan,4.00
"Little, Big",John Crowley,3.81
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.24
The Dark Tower Series: Books 1-7 (The Dark Tower #1-7),Stephen King,4.61
"Legacy (Keeper of the Lost Cities, #8)",Shannon Messenger,4.50
The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton,4.31
A House Without Windows,Stevie Turner,3.58
"Here Be Dragons (Welsh Princes, #1)",Sharon Kay Penman,4.27
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,3.71
Fantastic Mr. Fox,Roald Dahl,4.06
The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,3.76
"You (You, #1)",Caroline Kepnes,3.93
Her Fearful Symmetry,Audrey Niffenegger,3.26
The Orange Girl,Jostein Gaarder,3.91
"Altered Carbon (Takeshi Kovacs, #1)",Richard K. Morgan,4.04
"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,3.96
The Eden Paradox,Barry Kirwan,4.17
The Gospel According to Jesus Christ,José Saramago,4.30
Lord of Light,Roger Zelazny,4.07
"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",Jeanne Birdsall,4.16
"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,4.26
"Her Final Breath (Tracy Crosswhite, #2)",Robert Dugoni,4.29
"Ghost Town (The Morganville Vampires, #9)",Rachel Caine,4.26
Tipping the Velvet,Sarah Waters,4.03
"The Secret Hour (Midnighters, #1)",Scott Westerfeld,3.81
"Changes (The Dresden Files, #12)",Jim Butcher,4.50
The Art of Fielding,Chad Harbach,3.97
The Complete Fairy Tales,Oscar Wilde,4.33
Syrian Brides,Anna Halabi,4.13
The Day Jesus Rode Into Croydon,Kirk St Moritz,3.46
"Legendary (Caraval, #2)",Stephanie Garber,4.24
Die Physiker,Friedrich Dürrenmatt,3.96
Not Okay,Brett Axel,4.61
The Running Man,Richard Bachman,3.89
"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,3.70
"The Strain (The Strain Trilogy, #1)",Guillermo del Toro,3.78
"Blood in the Skies (The Hellfire Chronicles, #1)",G.D. Falksen,3.63
North of Beautiful,Justina Chen,3.92
"In the Afterlight (The Darkest Minds, #3)",Alexandra Bracken,4.27
Don't Look Back,Jennifer L. Armentrout,4.09
"Labyrinth (Languedoc, #1)",Kate Mosse,3.60
"Fallen Crest High (Fallen Crest High, #1)",Tijan,4.09
Paula,Isabel Allende,4.14
"The Rise of Mallory (Everville, #3)",Roy Huff,4.29
"Mack (The King, #4)",Mimi Jean Pamfiloff,4.19
Glue,Irvine Welsh,3.87
"Capital: A Critique of Political Economy, Volume 1",Karl Marx,4.25
"Fool Moon (The Dresden Files, #2)",Jim Butcher,4.00
"The Raven King (All for the Game, #2)",Nora Sakavic,4.39
"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,4.30
"Fantastic Beasts and Where to Find Them: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #1)",J.K. Rowling,4.20
Pilgrim at Tinker Creek,Annie Dillard,4.08
Time Enough for Love,Robert A. Heinlein,3.97
Thinner,Richard Bachman,3.75
"Raw (RAW Family, #1)",Belle Aurora,4.18
Ordinary People,Judith Guest,3.92
The Tale of Peter Rabbit,Beatrix Potter,4.19
Winter's Tale,Mark Helprin,3.50
The Holy Bible: English Standard Version,Anonymous,4.53
"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,3.94
The Age of Miracles,Karen Thompson Walker,3.66
Calvin and Hobbes (Calvin and Hobbes #1),Bill Watterson,4.60
Notice Me,Emem Uko,4.25
"Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life",Kris Kelkar,4.31
"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,4.11
"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,4.21
All Dreamers Go to America,Ana Ingham,4.27
"La catedral del mar (La catedral del mar, #1)",Ildefonso Falcones,4.13
The Crow Road,Iain Banks,4.07
Wings of Fire: An Autobiography,A.P.J. Abdul Kalam,4.24
பொன்னியின் செல்வன்,Kalki,4.70
"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman,4.27
"Blood of the Fold (Sword of Truth, #3)",Terry Goodkind,3.99
The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,4.07
"Twice Bitten (Chicagoland Vampires, #3)",Chloe Neill,4.19
"Paradise (Second Opportunities, #1)",Judith McNaught,4.30
"Airhead (Airhead, #1)",Meg Cabot,3.77
The 7th Canon,Robert Dugoni,4.23
An Instance of the Fingerpost,Iain Pears,3.93
The Dovekeepers,Alice Hoffman,4.05
Dr. Faustus,Christopher Marlowe,3.80
"Evoke (Lake Haven, #1)",Danielle Simmons,4.47
Last Chance to See,Douglas Adams,4.28
Invisible,Paul Auster,3.72
The Demigod Diaries,Rick Riordan,4.17
"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,4.13
The Secret of the Nagas (Shiva Trilogy #2),Amish Tripathi,4.08
"The First Man in Rome (Masters of Rome, #1)",Colleen McCullough,4.10
Unwifeable: A Memoir,Mandy Stadtmiller,3.51
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.14
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,3.60
"After You (Me Before You, #2)",Jojo Moyes,3.73
Growth of the Soil,Knut Hamsun,4.22
Resurrection,Leo Tolstoy,4.15
"We'll Always Have Summer (Summer, #3)",Jenny Han,4.06
"The Lying Game (The Lying Game, #1)",Sara Shepard,3.92
"Undeniable (Undeniable, #1)",Madeline Sheehan,4.03
Fool,Christopher Moore,3.96
Purple Hibiscus,Chimamanda Ngozi Adichie,4.17
All Your Perfects,Colleen Hoover,4.32
"The Name of the Star (Shades of London, #1)",Maureen Johnson,3.88
The Club Dumas,Arturo Pérez-Reverte,3.81
"Styxx (Dark-Hunter, #22)",Sherrilyn Kenyon,4.58
"Daemon (Daemon, #1)",Daniel Suarez,4.16
"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,4.26
"Once Burned (Night Prince, #1)",Jeaniene Frost,4.19
"Devil May Cry (Dark-Hunter, #11)",Sherrilyn Kenyon,4.29
The Mermaid Chair,Sue Monk Kidd,3.19
The Essential Rumi,Rumi,4.38
"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",Michael Scott,4.10
"War Storm (Red Queen, #4)",Victoria Aveyard,3.87
"For a Few Demons More (The Hollows, #5)",Kim Harrison,4.31
Who's Afraid of Virginia Woolf?,Edward Albee,4.06
In Her Shoes,Jennifer Weiner,3.80
"My Blood Approves (My Blood Approves, #1)",Amanda Hocking,3.82
"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,4.17
The Jungle Book,Rudyard Kipling,3.92
"Triptych (Will Trent, #1)",Karin Slaughter,4.11
"Mrs. Mike (Mrs. Mike, #1)",Benedict Freedman,4.16
"The Mad Ship (Liveship Traders, #2)",Robin Hobb,4.23
Batman: The Long Halloween,Jeph Loeb,4.32
Every Last Word,Tamara Ireland Stone,4.26
"Genghis: Birth of an Empire (Conqueror, #1)",Conn Iggulden,4.36
"UnEnchanted (An Unfortunate Fairy Tale, #1)",Chanda Hahn,3.89
The Lowland,Jhumpa Lahiri,3.85
"I, Claudius/Claudius the God",Robert Graves,4.43
"Gardens of the Moon (Malazan Book of the Fallen, #1)",Steven Erikson,3.89
"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,4.24
"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,4.47
Dead Poets Society,N.H. Kleinbaum,4.21
"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,4.33
"The Program (The Program, #1)",Suzanne Young,4.05
Keeping the Moon,Sarah Dessen,3.84
The Three Stigmata of Palmer Eldritch,Philip K. Dick,4.01
"Sweet Dreams (Colorado Mountain, #2)",Kristen Ashley,4.38
"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.04
Arising Son: Part One: The Guardians Of The Temple Saga,Marie Montine,4.36
"That Was Then, This Is Now",S.E. Hinton,3.92
"Erak's Ransom (Ranger's Apprentice, #7)",John Flanagan,4.33
"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,4.34
Maniac Magee,Jerry Spinelli,3.89
"The Crimson Crown (Seven Realms, #4)",Cinda Williams Chima,4.47
My Cousin Rachel,Daphne du Maurier,3.98
The Distant Hours,Kate Morton,3.88
"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,4.16
"City of Golden Shadow (Otherland, #1)",Tad Williams,3.92
Children of Dune (Dune Chronicles #3),Frank Herbert,3.95
'Tis,Frank McCourt,3.70
The Constant Gardener,John le Carré,3.81
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.06
"Use of Weapons (Culture, #3)",Iain M. Banks,4.17
"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,3.98
"Poison Princess (The Arcana Chronicles, #1)",Kresley Cole,4.11
"The Twilight Saga Complete Collection  (Twilight, #1-4, 3.5)",Stephenie Meyer,4.34
"Ninth House (Alex Stern, #1)",Leigh Bardugo,4.04
"Fire and Ice (Warriors, #2)",Erin Hunter,4.37
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.35
"Brief Lives (The Sandman, #7)",Neil Gaiman,4.55
"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,4.16
In the Time of the Butterflies,Julia Alvarez,4.14
We Were the Mulvaneys,Joyce Carol Oates,3.74
Saving CeeCee Honeycutt,Beth Hoffman,3.93
Norse Mythology,Neil Gaiman,4.09
"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,4.03
Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,4.37
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,4.30
All Over But the Shoutin',Rick Bragg,4.11
Dress Your Family in Corduroy and Denim,David Sedaris,4.09
Before We Were Yours,Lisa Wingate,4.38
"Vain (The Seven Deadly, #1)",Fisher Amelie,4.23
"Losing It (Losing It, #1)",Cora Carmack,3.74
"Destined (House of Night, #9)",P.C. Cast,4.03
Lectures on Faith,Joseph Smith Jr.,4.49
The Poetry of Pablo Neruda,Pablo Neruda,4.44
"Touch of Frost (Mythos Academy, #1)",Jennifer Estep,3.95
"The Twilight Saga (Twilight, #1-4)",Stephenie Meyer,3.90
The Sisters Brothers,Patrick deWitt,3.83
The Leopard,Giuseppe Tomasi di Lampedusa,4.01
"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines,4.21
the coven of deeds,Malcolm McCoard,4.88
Ordeal,Tatyana K. Varenko,3.91
"The Long Winter (Little House, #6)",Laura Ingalls Wilder,4.14
"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,3.99
Murder on the Naval Base,Behcet Kaya,4.34
"Queen of the Darkness (The Black Jewels, #3)",Anne Bishop,4.37
ESV Study Bible,Anonymous,4.70
The Nanny Song,Misty Mount,4.22
"The White Dragon (Pern, #3)",Anne McCaffrey,4.18
"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,4.31
History of the Peloponnesian War,Thucydides,3.87
I Dream of Yellow Kites,Retta Bono,3.97
Phantom,Susan  Kay,4.33
"Trust: A New Beginning (Trust Trilogy, #1)",Cristiane Serruya,3.51
"Succubus on Top (Georgina Kincaid, #2)",Richelle Mead,4.04
"Emperor Mage (Immortals, #3)",Tamora Pierce,4.24
Baltasar and Blimunda,José Saramago,3.94
"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,4.09
Notes from a Small Island,Bill Bryson,3.91
"Reunion (The Mediator, #3)",Jenny Carroll,4.07
"Piercing the Darkness (Darkness, #2)",Frank E. Peretti,4.31
Maya's Magical Adventures,Malcolm McCoard,4.73
"Hunting Ground (Alpha & Omega, #2)",Patricia Briggs,4.26
"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,4.30
"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,4.12
"Finding Sky (Benedicts, #1)",Joss Stirling,4.07
The Sympathizer,Viet Thanh Nguyen,3.98
Two Boys Kissing,David Levithan,4.09
"The Recruit (Cherub, #1)",Robert Muchamore,4.24
The First Fifteen Lives of Harry August,Claire North,4.02
Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.74
"Lord Loss (The Demonata, #1)",Darren Shan,4.23
"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,3.75
"The Woman Who Rides Like a Man (Song of the Lioness, #3)",Tamora Pierce,4.15
Gone for Good,Harlan Coben,4.10
"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,4.20
Homo Faber,Max Frisch,3.73
"Unmanned (Y: The Last Man, #1)",Brian K. Vaughan,4.08
The Art of Loving,Erich Fromm,4.01
The Samurai's Garden,Gail Tsukiyama,4.14
The Memoirs of Cleopatra,Margaret George,4.16
Hey Nostradamus!,Douglas Coupland,3.72
"Elixir (Covenant, #3.5)",Jennifer L. Armentrout,4.37
"A Merciful Death (Mercy Kilpatrick, #1)",Kendra Elliot,4.13
"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.89
The Information,Martin Amis,3.57
"Beyond the Kingdoms (The Land of Stories, #4)",Chris Colfer,4.47
Life and Fate,Vasily Grossman,4.41
The Good Girl,Mary Kubica,3.82
"Naruto, Vol. 01: Uzumaki Naruto (Naruto, #1)",Masashi Kishimoto,4.41
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,3.98
Selected Poems,Robert Frost,4.17
"Stop! Don't Read This, It's Impossible!",Malcolm McCoard,4.71
"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,4.15
"Shades of Earth (Across the Universe, #3)",Beth Revis,4.08
"Forest of Secrets (Warriors, #3)",Erin Hunter,4.42
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.10
"Worm (Parahumans, #1)",Wildbow,4.62
Stepbrother Dearest,Penelope Ward,4.07
Desperation,Stephen King,3.84
Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,4.60
The Devil's Deceptions: Is There Life After Death?,Ginger Baum,4.95
Forever,Pete Hamill,3.95
"Little Brother (Little Brother, #1)",Cory Doctorow,3.93
"Ethereal Fury (Gemini Rising, #1)",Jessica O'Gorek,3.94
Struck By Lightning: The Carson Phillips Journal,Chris Colfer,3.82
The Sluts,Dennis Cooper,3.73
"Rodrick Rules (Diary of a Wimpy Kid, #2)",Jeff Kinney,4.14
The Spanish Love Deception,Elena  Armas,4.17
Nick & Norah's Infinite Playlist,Rachel Cohn,3.70
